Year,Period,Area,Ownership,Industry Code,Industry,Level,Establishments,Firms,Average Employment,Average Weekly Wage,Total Wages,Month 1 Employment,Month 2 Employment,Month 3 Employment,Hierarchical Ordering
2014,4,Donley,Private,52,Finance and Insurance,2,4 ,4 ,24 ,"1,017 ","317,382 ",24 ,24 ,24 ,1775
2014,4,Zavala,Private,52,Finance and Insurance,2,4 ,4 ,39 ,806 ,"412,318 ",39 ,39 ,40 ,1775
2014,4,Cochran,Private,52,Finance and Insurance,2,5 ,4 ,20 ,813 ,"214,984 ",21 ,20 ,20 ,1775
2014,4,Sherman,Private,52,Finance and Insurance,2,5 ,5 ,23 ,"1,345 ","407,908 ",24 ,23 ,23 ,1775
2014,4,Shackelford,Private,52,Finance and Insurance,2,5 ,5 ,29 ,"1,295 ","482,417 ",29 ,28 ,29 ,1775
2014,4,Menard,Private,52,Finance and Insurance,2,5 ,5 ,30 ,778 ,"299,911 ",29 ,30 ,30 ,1775
2014,4,Martin,Private,52,Finance and Insurance,2,5 ,5 ,34 ,"1,208 ","539,045 ",33 ,34 ,36 ,1775
2014,4,Knox,Private,52,Finance and Insurance,2,5 ,5 ,34 ,831 ,"370,901 ",35 ,34 ,34 ,1775
2014,4,Mitchell,Private,52,Finance and Insurance,2,5 ,5 ,41 ,929 ,"491,098 ",41 ,40 ,41 ,1775
2014,4,Garza,Private,52,Finance and Insurance,2,6 ,6 ,25 ,718 ,"236,428 ",26 ,25 ,25 ,1775
2014,4,Carson,Private,52,Finance and Insurance,2,6 ,6 ,29 ,"1,033 ","389,512 ",29 ,29 ,29 ,1775
2014,4,Rains,Private,52,Finance and Insurance,2,6 ,6 ,43 ,980 ,"543,818 ",42 ,43 ,43 ,1775
2014,4,Sutton,Private,52,Finance and Insurance,2,6 ,6 ,43 ,940 ,"525,291 ",43 ,43 ,43 ,1775
2014,4,Presidio,Private,52,Finance and Insurance,2,6 ,6 ,55 ,765 ,"550,282 ",56 ,55 ,55 ,1775
2014,4,Winkler,Private,52,Finance and Insurance,2,6 ,6 ,60 ,623 ,"483,328 ",59 ,59 ,61 ,1775
2014,4,Sabine,Private,52,Finance and Insurance,2,7 ,6 ,69 ,958 ,"859,093 ",69 ,69 ,69 ,1775
2014,4,Crane,Private,52,Finance and Insurance,2,7 ,7 ,18 ,625 ,"146,323 ",18 ,18 ,18 ,1775
2014,4,Refugio,Private,52,Finance and Insurance,2,7 ,7 ,31 ,770 ,"313,543 ",32 ,31 ,31 ,1775
2014,4,Hardeman,Private,52,Finance and Insurance,2,7 ,7 ,40 ,"1,003 ","521,532 ",40 ,40 ,40 ,1775
2014,4,Hall,Private,52,Finance and Insurance,2,7 ,7 ,45 ,705 ,"415,440 ",45 ,45 ,46 ,1775
2014,4,Mason,Private,52,Finance and Insurance,2,7 ,7 ,46 ,"1,308 ","776,490 ",45 ,46 ,46 ,1775
2014,4,Lipscomb,Private,52,Finance and Insurance,2,7 ,7 ,47 ,769 ,"470,032 ",49 ,47 ,45 ,1775
2014,4,Duval,Private,52,Finance and Insurance,2,7 ,7 ,49 ,"1,000 ","636,733 ",49 ,49 ,49 ,1775
2014,4,Goliad,Private,52,Finance and Insurance,2,8 ,7 ,30 ,"1,081 ","426,344 ",31 ,30 ,30 ,1775
2014,4,Somervell,Private,52,Finance and Insurance,2,8 ,8 ,21 ,"1,077 ","298,614 ",22 ,20 ,22 ,1775
2014,4,Reagan,Private,52,Finance and Insurance,2,8 ,8 ,22 ,817 ,"230,085 ",23 ,21 ,21 ,1775
2014,4,Marion,Private,52,Finance and Insurance,2,8 ,8 ,34 ,"1,178 ","525,687 ",34 ,35 ,34 ,1775
2014,4,Crockett,Private,52,Finance and Insurance,2,8 ,8 ,42 ,865 ,"472,040 ",42 ,40 ,44 ,1775
2014,4,Haskell,Private,52,Finance and Insurance,2,8 ,8 ,45 ,724 ,"420,275 ",44 ,44 ,46 ,1775
2014,4,Brooks,Private,52,Finance and Insurance,2,8 ,8 ,53 ,666 ,"458,679 ",52 ,53 ,54 ,1775
2014,4,San Jacinto,Private,52,Finance and Insurance,2,9 ,8 ,57 ,809 ,"602,601 ",58 ,57 ,57 ,1775
2014,4,Archer,Private,52,Finance and Insurance,2,10 ,8 ,35 ,649 ,"292,564 ",35 ,34 ,35 ,1775
2014,4,Crosby,Private,52,Finance and Insurance,2,10 ,8 ,45 ,750 ,"438,826 ",45 ,45 ,45 ,1775
2014,4,Franklin,Private,52,Finance and Insurance,2,12 ,8 ,68 ,"1,056 ","928,510 ",67 ,68 ,68 ,1775
2014,4,San Saba,Private,52,Finance and Insurance,2,9 ,9 ,37 ,841 ,"404,518 ",37 ,37 ,37 ,1775
2014,4,Kimble,Private,52,Finance and Insurance,2,9 ,9 ,56 ,"4,256 ","3,116,929 ",55 ,57 ,57 ,1775
2014,4,Jack,Private,52,Finance and Insurance,2,9 ,9 ,64 ,"1,293 ","1,069,992 ",65 ,63 ,63 ,1775
2014,4,Blanco,Private,52,Finance and Insurance,2,9 ,9 ,85 ,"1,000 ","1,105,482 ",84 ,86 ,85 ,1775
2014,4,Hamilton,Private,52,Finance and Insurance,2,10 ,9 ,45 ,"1,058 ","614,345 ",45 ,44 ,45 ,1775
2014,4,Wheeler,Private,52,Finance and Insurance,2,10 ,9 ,59 ,864 ,"666,417 ",60 ,59 ,59 ,1775
2014,4,Live Oak,Private,52,Finance and Insurance,2,10 ,9 ,106 ,"1,192 ","1,637,142 ",100 ,108 ,109 ,1775
2014,4,Clay,Private,52,Finance and Insurance,2,10 ,10 ,28 ,"1,591 ","586,000 ",29 ,28 ,28 ,1775
2014,4,Swisher,Private,52,Finance and Insurance,2,10 ,10 ,39 ,"1,148 ","582,191 ",42 ,37 ,38 ,1775
2014,4,Jim Hogg,Private,52,Finance and Insurance,2,10 ,10 ,40 ,923 ,"484,030 ",41 ,41 ,39 ,1775
2014,4,Baylor,Private,52,Finance and Insurance,2,10 ,10 ,44 ,708 ,"401,940 ",43 ,43 ,45 ,1775
2014,4,Yoakum,Private,52,Finance and Insurance,2,10 ,10 ,44 ,788 ,"453,940 ",44 ,44 ,45 ,1775
2014,4,Dimmit,Private,52,Finance and Insurance,2,10 ,10 ,55 ,675 ,"479,554 ",54 ,54 ,56 ,1775
2014,4,Hemphill,Private,52,Finance and Insurance,2,10 ,10 ,69 ,"2,406 ","2,147,737 ",69 ,69 ,68 ,1775
2014,4,Hansford,Private,52,Finance and Insurance,2,10 ,10 ,114 ,979 ,"1,447,209 ",110 ,115 ,116 ,1775
2014,4,Floyd,Private,52,Finance and Insurance,2,11 ,10 ,56 ,887 ,"649,214 ",56 ,56 ,57 ,1775
2014,4,Trinity,Private,52,Finance and Insurance,2,11 ,11 ,59 ,"1,101 ","844,424 ",58 ,58 ,61 ,1775
2014,4,Reeves,Private,52,Finance and Insurance,2,11 ,11 ,89 ,726 ,"837,084 ",91 ,88 ,87 ,1775
2014,4,Callahan,Private,52,Finance and Insurance,2,12 ,11 ,71 ,647 ,"599,874 ",72 ,71 ,71 ,1775
2014,4,San Augustine,Private,52,Finance and Insurance,2,12 ,12 ,40 ,698 ,"359,726 ",40 ,40 ,39 ,1775
2014,4,Castro,Private,52,Finance and Insurance,2,12 ,12 ,56 ,"1,111 ","813,259 ",55 ,57 ,57 ,1775
2014,4,Bailey,Private,52,Finance and Insurance,2,12 ,12 ,61 ,"1,099 ","876,584 ",59 ,61 ,64 ,1775
2014,4,Parmer,Private,52,Finance and Insurance,2,12 ,12 ,73 ,"1,462 ","1,393,502 ",72 ,73 ,75 ,1775
2014,4,McCulloch,Private,52,Finance and Insurance,2,13 ,13 ,84 ,974 ,"1,063,697 ",82 ,84 ,86 ,1775
2014,4,Ward,Private,52,Finance and Insurance,2,14 ,13 ,77 ,"1,015 ","1,016,079 ",77 ,77 ,77 ,1775
2014,4,Zapata,Private,52,Finance and Insurance,2,15 ,13 ,110 ,608 ,"866,961 ",108 ,110 ,111 ,1775
2014,4,Robertson,Private,52,Finance and Insurance,2,16 ,13 ,88 ,"1,053 ","1,204,241 ",87 ,87 ,90 ,1775
2014,4,Coleman,Private,52,Finance and Insurance,2,14 ,14 ,99 ,"1,351 ","1,732,411 ",98 ,98 ,100 ,1775
2014,4,Ochiltree,Private,52,Finance and Insurance,2,14 ,14 ,108 ,"1,164 ","1,628,602 ",107 ,108 ,108 ,1775
2014,4,Lynn,Private,52,Finance and Insurance,2,15 ,14 ,64 ,914 ,"760,185 ",64 ,64 ,64 ,1775
2014,4,Comanche,Private,52,Finance and Insurance,2,16 ,14 ,115 ,911 ,"1,365,939 ",116 ,116 ,114 ,1775
2014,4,Morris,Private,52,Finance and Insurance,2,19 ,14 ,115 ,"1,005 ","1,497,793 ",115 ,115 ,114 ,1775
2014,4,Willacy,Private,52,Finance and Insurance,2,15 ,15 ,73 ,"1,429 ","1,356,179 ",73 ,73 ,73 ,1775
2014,4,Stephens,Private,52,Finance and Insurance,2,15 ,15 ,140 ,"1,907 ","3,461,638 ",138 ,139 ,142 ,1775
2014,4,Camp,Private,52,Finance and Insurance,2,16 ,15 ,98 ,902 ,"1,149,505 ",99 ,98 ,97 ,1775
2014,4,Falls,Private,52,Finance and Insurance,2,17 ,15 ,76 ,"1,036 ","1,023,846 ",74 ,74 ,80 ,1775
2014,4,Tyler,Private,52,Finance and Insurance,2,18 ,15 ,117 ,853 ,"1,297,374 ",117 ,117 ,117 ,1775
2014,4,Burleson,Private,52,Finance and Insurance,2,18 ,15 ,122 ,"1,046 ","1,658,701 ",121 ,121 ,124 ,1775
2014,4,Red River,Private,52,Finance and Insurance,2,16 ,16 ,63 ,881 ,"721,718 ",64 ,63 ,62 ,1775
2014,4,Frio,Private,52,Finance and Insurance,2,16 ,16 ,150 ,"1,196 ","2,326,648 ",151 ,149 ,149 ,1775
2014,4,Childress,Private,52,Finance and Insurance,2,17 ,17 ,72 ,889 ,"831,852 ",70 ,73 ,73 ,1775
2014,4,Dawson,Private,52,Finance and Insurance,2,17 ,17 ,104 ,"1,071 ","1,452,658 ",103 ,103 ,107 ,1775
2014,4,Grimes,Private,52,Finance and Insurance,2,17 ,17 ,154 ,"1,034 ","2,075,220 ",154 ,155 ,154 ,1775
2014,4,Andrews,Private,52,Finance and Insurance,2,17 ,17 ,227 ,"1,287 ","3,798,258 ",228 ,226 ,227 ,1775
2014,4,Lampasas,Private,52,Finance and Insurance,2,18 ,17 ,92 ,909 ,"1,091,179 ",94 ,92 ,91 ,1775
2014,4,Runnels,Private,52,Finance and Insurance,2,18 ,18 ,96 ,856 ,"1,072,504 ",95 ,97 ,97 ,1775
2014,4,Gaines,Private,52,Finance and Insurance,2,20 ,18 ,156 ,926 ,"1,881,347 ",156 ,157 ,156 ,1775
2014,4,Madison,Private,52,Finance and Insurance,2,19 ,19 ,122 ,717 ,"1,140,065 ",121 ,121 ,125 ,1775
2014,4,Pecos,Private,52,Finance and Insurance,2,19 ,19 ,225 ,792 ,"2,318,985 ",225 ,224 ,227 ,1775
2014,4,Bandera,Private,52,Finance and Insurance,2,20 ,19 ,100 ,"1,014 ","1,322,550 ",101 ,99 ,101 ,1775
2014,4,Montague,Private,52,Finance and Insurance,2,21 ,19 ,147 ,"1,263 ","2,407,736 ",148 ,145 ,147 ,1775
2014,4,Bosque,Private,52,Finance and Insurance,2,24 ,19 ,151 ,713 ,"1,402,786 ",156 ,152 ,146 ,1775
2014,4,Dallam,Private,52,Finance and Insurance,2,20 ,20 ,146 ,"1,127 ","2,133,393 ",142 ,145 ,150 ,1775
2014,4,Eastland,Private,52,Finance and Insurance,2,21 ,20 ,87 ,"1,031 ","1,165,945 ",85 ,89 ,87 ,1775
2014,4,Scurry,Private,52,Finance and Insurance,2,22 ,20 ,160 ,"1,083 ","2,257,527 ",160 ,161 ,160 ,1775
2014,4,Lee,Private,52,Finance and Insurance,2,22 ,20 ,214 ,"1,317 ","3,657,020 ",210 ,215 ,216 ,1775
2014,4,Terry,Private,52,Finance and Insurance,2,21 ,21 ,82 ,"1,154 ","1,235,342 ",84 ,80 ,83 ,1775
2014,4,Karnes,Private,52,Finance and Insurance,2,21 ,21 ,125 ,"1,422 ","2,311,496 ",126 ,124 ,125 ,1775
2014,4,Brewster,Private,52,Finance and Insurance,2,22 ,21 ,98 ,"1,072 ","1,366,210 ",99 ,97 ,98 ,1775
2014,4,Jones,Private,52,Finance and Insurance,2,23 ,21 ,106 ,"2,044 ","2,825,403 ",107 ,104 ,108 ,1775
2014,4,Freestone,Private,52,Finance and Insurance,2,23 ,22 ,114 ,889 ,"1,318,104 ",114 ,112 ,116 ,1775
2014,4,Jackson,Private,52,Finance and Insurance,2,25 ,22 ,116 ,868 ,"1,308,825 ",117 ,117 ,114 ,1775
2014,4,Leon,Private,52,Finance and Insurance,2,25 ,22 ,191 ,"1,170 ","2,909,696 ",190 ,188 ,196 ,1775
2014,4,Llano,Private,52,Finance and Insurance,2,33 ,22 ,193 ,974 ,"2,439,708 ",194 ,193 ,191 ,1775
2014,4,Lamb,Private,52,Finance and Insurance,2,29 ,23 ,173 ,944 ,"2,126,691 ",175 ,172 ,173 ,1775
2014,4,Milam,Private,52,Finance and Insurance,2,29 ,23 ,209 ,"1,095 ","2,970,728 ",208 ,207 ,211 ,1775
2014,4,Gonzales,Private,52,Finance and Insurance,2,35 ,23 ,228 ,920 ,"2,725,953 ",226 ,228 ,230 ,1775
2014,4,Panola,Private,52,Finance and Insurance,2,24 ,24 ,168 ,"1,291 ","2,813,447 ",168 ,167 ,168 ,1775
2014,4,Lavaca,Private,52,Finance and Insurance,2,25 ,24 ,173 ,"1,257 ","2,826,687 ",174 ,175 ,170 ,1775
2014,4,Moore,Private,52,Finance and Insurance,2,26 ,24 ,114 ,914 ,"1,350,450 ",114 ,114 ,113 ,1775
2014,4,Chambers,Private,52,Finance and Insurance,2,27 ,24 ,150 ,957 ,"1,861,572 ",152 ,147 ,150 ,1775
2014,4,Hutchinson,Private,52,Finance and Insurance,2,28 ,24 ,161 ,"1,053 ","2,199,781 ",161 ,161 ,160 ,1775
2014,4,Waller,Private,52,Finance and Insurance,2,26 ,25 ,198 ,787 ,"2,022,335 ",195 ,198 ,200 ,1775
2014,4,Young,Private,52,Finance and Insurance,2,29 ,25 ,256 ,949 ,"3,152,490 ",256 ,255 ,256 ,1775
2014,4,Wilbarger,Private,52,Finance and Insurance,2,27 ,26 ,155 ,975 ,"1,961,061 ",153 ,153 ,158 ,1775
2014,4,Nolan,Private,52,Finance and Insurance,2,27 ,26 ,178 ,994 ,"2,299,752 ",176 ,180 ,178 ,1775
2014,4,Colorado,Private,52,Finance and Insurance,2,28 ,26 ,156 ,"1,327 ","2,691,698 ",158 ,154 ,156 ,1775
2014,4,Deaf Smith,Private,52,Finance and Insurance,2,28 ,27 ,189 ,"1,610 ","3,954,604 ",190 ,191 ,186 ,1775
2014,4,Limestone,Private,52,Finance and Insurance,2,32 ,27 ,243 ,760 ,"2,402,754 ",246 ,242 ,242 ,1775
2014,4,Aransas,Private,52,Finance and Insurance,2,33 ,28 ,163 ,"1,375 ","2,919,589 ",162 ,162 ,166 ,1775
2014,4,Palo Pinto,Private,52,Finance and Insurance,2,34 ,29 ,163 ,"1,045 ","2,209,036 ",165 ,161 ,162 ,1775
2014,4,Wilson,Private,52,Finance and Insurance,2,35 ,29 ,181 ,806 ,"1,900,863 ",185 ,175 ,184 ,1775
2014,4,Calhoun,Private,52,Finance and Insurance,2,34 ,30 ,472 ,993 ,"6,088,852 ",467 ,466 ,482 ,1775
2014,4,Uvalde,Private,52,Finance and Insurance,2,36 ,30 ,234 ,802 ,"2,439,163 ",229 ,235 ,238 ,1775
2014,4,Caldwell,Private,52,Finance and Insurance,2,32 ,31 ,264 ,803 ,"2,752,390 ",263 ,260 ,268 ,1775
2014,4,Fannin,Private,52,Finance and Insurance,2,38 ,31 ,279 ,918 ,"3,334,472 ",281 ,278 ,279 ,1775
2014,4,Starr,Private,52,Finance and Insurance,2,39 ,31 ,274 ,571 ,"2,037,631 ",274 ,274 ,275 ,1775
2014,4,Medina,Private,52,Finance and Insurance,2,39 ,31 ,314 ,925 ,"3,780,275 ",314 ,310 ,319 ,1775
2014,4,DeWitt,Private,52,Finance and Insurance,2,40 ,32 ,325 ,"1,015 ","4,287,187 ",322 ,327 ,326 ,1775
2014,4,Upshur,Private,52,Finance and Insurance,2,39 ,33 ,247 ,931 ,"2,993,211 ",248 ,245 ,249 ,1775
2014,4,Jasper,Private,52,Finance and Insurance,2,41 ,33 ,268 ,736 ,"2,562,262 ",268 ,267 ,268 ,1775
2014,4,Bee,Private,52,Finance and Insurance,2,37 ,35 ,185 ,939 ,"2,259,047 ",184 ,184 ,187 ,1775
2014,4,Coryell,Private,52,Finance and Insurance,2,50 ,36 ,526 ,746 ,"5,101,884 ",524 ,526 ,529 ,1775
2014,4,Atascosa,Private,52,Finance and Insurance,2,40 ,37 ,215 ,"1,226 ","3,420,200 ",214 ,218 ,212 ,1775
2014,4,Gillespie,Private,52,Finance and Insurance,2,42 ,37 ,300 ,998 ,"3,893,541 ",297 ,296 ,307 ,1775
2014,4,Fayette,Private,52,Finance and Insurance,2,42 ,37 ,365 ,"1,118 ","5,309,466 ",363 ,362 ,371 ,1775
2014,4,Hill,Private,52,Finance and Insurance,2,43 ,38 ,209 ,779 ,"2,115,959 ",207 ,209 ,211 ,1775
2014,4,Howard,Private,52,Finance and Insurance,2,43 ,38 ,250 ,"1,029 ","3,341,310 ",249 ,250 ,250 ,1775
2014,4,Shelby,Private,52,Finance and Insurance,2,44 ,38 ,312 ,933 ,"3,784,825 ",314 ,307 ,315 ,1775
2014,4,Gray,Private,52,Finance and Insurance,2,41 ,39 ,194 ,"1,078 ","2,714,997 ",191 ,197 ,193 ,1775
2014,4,Cooke,Private,52,Finance and Insurance,2,42 ,39 ,413 ,"1,051 ","5,649,240 ",411 ,413 ,416 ,1775
2014,4,Matagorda,Private,52,Finance and Insurance,2,45 ,39 ,208 ,886 ,"2,397,070 ",207 ,207 ,210 ,1775
2014,4,Cass,Private,52,Finance and Insurance,2,45 ,39 ,214 ,905 ,"2,517,332 ",207 ,217 ,218 ,1775
2014,4,Polk,Private,52,Finance and Insurance,2,43 ,40 ,336 ,897 ,"3,914,701 ",339 ,333 ,335 ,1775
2014,4,Titus,Private,52,Finance and Insurance,2,45 ,41 ,392 ,979 ,"4,987,735 ",394 ,390 ,392 ,1775
2014,4,Hopkins,Private,52,Finance and Insurance,2,47 ,41 ,422 ,"1,018 ","5,586,315 ",423 ,418 ,425 ,1775
2014,4,Hale,Private,52,Finance and Insurance,2,47 ,42 ,259 ,827 ,"2,789,339 ",258 ,256 ,264 ,1775
2014,4,Houston,Private,52,Finance and Insurance,2,45 ,43 ,270 ,"2,058 ","7,231,840 ",272 ,270 ,269 ,1775
2014,4,Hardin,Private,52,Finance and Insurance,2,52 ,43 ,224 ,790 ,"2,302,671 ",222 ,227 ,224 ,1775
2014,4,Rusk,Private,52,Finance and Insurance,2,52 ,43 ,435 ,"1,190 ","6,736,124 ",436 ,430 ,440 ,1775
2014,4,Brown,Private,52,Finance and Insurance,2,47 ,44 ,424 ,980 ,"5,399,818 ",418 ,428 ,426 ,1775
2014,4,Van Zandt,Private,52,Finance and Insurance,2,57 ,44 ,250 ,868 ,"2,825,184 ",252 ,250 ,249 ,1775
2014,4,Liberty,Private,52,Finance and Insurance,2,57 ,44 ,331 ,942 ,"4,047,862 ",332 ,333 ,327 ,1775
2014,4,Hockley,Private,52,Finance and Insurance,2,46 ,45 ,245 ,"1,060 ","3,371,136 ",242 ,246 ,246 ,1775
2014,4,Wood,Private,52,Finance and Insurance,2,63 ,45 ,355 ,"1,084 ","5,001,102 ",353 ,354 ,358 ,1775
2014,4,Kleberg,Private,52,Finance and Insurance,2,53 ,46 ,296 ,"1,118 ","4,298,540 ",294 ,295 ,298 ,1775
2014,4,Austin,Private,52,Finance and Insurance,2,50 ,47 ,338 ,"1,292 ","5,670,116 ",338 ,339 ,336 ,1775
2014,4,Cherokee,Private,52,Finance and Insurance,2,52 ,47 ,381 ,"1,195 ","5,912,503 ",377 ,378 ,387 ,1775
2014,4,Bastrop,Private,52,Finance and Insurance,2,61 ,48 ,354 ,"1,082 ","4,984,574 ",355 ,351 ,357 ,1775
2014,4,San Patricio,Private,52,Finance and Insurance,2,69 ,48 ,347 ,767 ,"3,456,775 ",350 ,344 ,346 ,1775
2014,4,Erath,Private,52,Finance and Insurance,2,53 ,49 ,323 ,951 ,"3,991,119 ",323 ,320 ,325 ,1775
2014,4,Burnet,Private,52,Finance and Insurance,2,58 ,50 ,363 ,"1,222 ","5,773,350 ",362 ,367 ,361 ,1775
2014,4,Jim Wells,Private,52,Finance and Insurance,2,58 ,50 ,421 ,"1,180 ","6,454,312 ",424 ,419 ,419 ,1775
2014,4,Val Verde,Private,52,Finance and Insurance,2,58 ,50 ,488 ,805 ,"5,100,653 ",483 ,492 ,488 ,1775
2014,4,Maverick,Private,52,Finance and Insurance,2,59 ,50 ,381 ,631 ,"3,127,557 ",377 ,378 ,389 ,1775
2014,4,Wise,Private,52,Finance and Insurance,2,63 ,52 ,389 ,"1,118 ","5,657,214 ",391 ,386 ,391 ,1775
2014,4,Washington,Private,52,Finance and Insurance,2,56 ,53 ,708 ,"1,088 ","10,015,763 ",701 ,706 ,718 ,1775
2014,4,Navarro,Private,52,Finance and Insurance,2,66 ,58 ,451 ,896 ,"5,257,149 ",446 ,452 ,456 ,1775
2014,4,Wharton,Private,52,Finance and Insurance,2,73 ,60 ,500 ,"1,089 ","7,079,935 ",497 ,500 ,503 ,1775
2014,4,Kerr,Private,52,Finance and Insurance,2,76 ,61 ,482 ,"1,099 ","6,892,801 ",484 ,484 ,479 ,1775
2014,4,Walker,Private,52,Finance and Insurance,2,67 ,62 ,394 ,842 ,"4,310,749 ",394 ,393 ,395 ,1775
2014,4,Lamar,Private,52,Finance and Insurance,2,75 ,66 ,762 ,716 ,"7,087,609 ",762 ,755 ,768 ,1775
2014,4,Hunt,Private,52,Finance and Insurance,2,80 ,66 ,571 ,941 ,"6,981,380 ",569 ,580 ,564 ,1775
2014,4,Hood,Private,52,Finance and Insurance,2,93 ,70 ,590 ,"1,430 ","10,964,374 ",579 ,592 ,599 ,1775
2014,4,Henderson,Private,52,Finance and Insurance,2,93 ,71 ,447 ,871 ,"5,062,749 ",446 ,448 ,448 ,1775
2014,4,Anderson,Private,52,Finance and Insurance,2,79 ,72 ,368 ,"1,389 ","6,650,658 ",374 ,368 ,363 ,1775
2014,4,Kaufman,Private,52,Finance and Insurance,2,90 ,72 ,672 ,"1,118 ","9,763,578 ",670 ,668 ,678 ,1775
2014,4,Kendall,Private,52,Finance and Insurance,2,87 ,77 ,609 ,"1,112 ","8,803,258 ",604 ,612 ,611 ,1775
2014,4,Orange,Private,52,Finance and Insurance,2,98 ,77 ,571 ,826 ,"6,128,068 ",562 ,571 ,579 ,1775
2014,4,Nacogdoches,Private,52,Finance and Insurance,2,93 ,78 ,583 ,"1,113 ","8,434,232 ",581 ,582 ,586 ,1775
2014,4,Guadalupe,Private,52,Finance and Insurance,2,98 ,80 ,586 ,"1,093 ","8,324,525 ",575 ,593 ,589 ,1775
2014,4,Harrison,Private,52,Finance and Insurance,2,94 ,82 ,987 ,857 ,"10,995,395 ",986 ,987 ,988 ,1775
2014,4,Angelina,Private,52,Finance and Insurance,2,127 ,96 ,846 ,"1,087 ","11,950,568 ",842 ,849 ,847 ,1775
2014,4,Parker,Private,52,Finance and Insurance,2,127 ,100 ,660 ,"1,128 ","9,669,761 ",662 ,660 ,657 ,1775
2014,4,Rockwall,Private,52,Finance and Insurance,2,121 ,102 ,626 ,"1,475 ","11,998,276 ",623 ,623 ,631 ,1775
2014,4,Ellis,Private,52,Finance and Insurance,2,151 ,109 ,811 ,"1,016 ","10,709,511 ",803 ,814 ,816 ,1775
2014,4,Victoria,Private,52,Finance and Insurance,2,160 ,121 ,"1,111 ",889 ,"12,832,740 ","1,109 ","1,107 ","1,117 ",1775
2014,4,Johnson,Private,52,Finance and Insurance,2,165 ,122 ,853 ,937 ,"10,392,724 ",852 ,849 ,858 ,1775
2014,4,Grayson,Private,52,Finance and Insurance,2,172 ,125 ,"2,268 ",938 ,"27,670,037 ","2,242 ","2,261 ","2,301 ",1775
2014,4,Randall,Private,52,Finance and Insurance,2,160 ,127 ,754 ,"1,034 ","10,136,900 ",755 ,755 ,753 ,1775
2014,4,Bowie,Private,52,Finance and Insurance,2,198 ,138 ,"1,336 ",949 ,"16,480,976 ","1,344 ","1,332 ","1,333 ",1775
2014,4,Hays,Private,52,Finance and Insurance,2,182 ,143 ,"1,211 ","1,028 ","16,180,543 ","1,205 ","1,204 ","1,224 ",1775
2014,4,Comal,Private,52,Finance and Insurance,2,183 ,148 ,904 ,"1,012 ","11,903,019 ",907 ,900 ,906 ,1775
2014,4,Tom Green,Private,52,Finance and Insurance,2,192 ,150 ,"1,802 ","1,183 ","27,715,874 ","1,796 ","1,798 ","1,812 ",1775
2014,4,Wichita,Private,52,Finance and Insurance,2,202 ,150 ,"1,820 ","1,106 ","26,170,029 ","1,826 ","1,821 ","1,813 ",1775
2014,4,Ector,Private,52,Finance and Insurance,2,207 ,152 ,"1,287 ",999 ,"16,721,094 ","1,297 ","1,281 ","1,283 ",1775
2014,4,Webb,Private,52,Finance and Insurance,2,243 ,165 ,"2,888 ",680 ,"25,520,962 ","2,894 ","2,879 ","2,892 ",1775
2014,4,Taylor,Private,52,Finance and Insurance,2,226 ,174 ,"2,521 ","1,048 ","34,343,828 ","2,486 ","2,529 ","2,547 ",1775
2014,4,Brazos,Private,52,Finance and Insurance,2,242 ,184 ,"1,766 ","1,143 ","26,236,748 ","1,765 ","1,760 ","1,773 ",1775
2014,4,Bell,Private,52,Finance and Insurance,2,303 ,199 ,"5,117 ",680 ,"45,206,033 ","5,182 ","5,145 ","5,025 ",1775
2014,4,Brazoria,Private,52,Finance and Insurance,2,314 ,207 ,"2,000 ","1,015 ","26,400,114 ","1,984 ","2,002 ","2,014 ",1775
2014,4,Gregg,Private,52,Finance and Insurance,2,278 ,210 ,"1,901 ","1,037 ","25,639,991 ","1,902 ","1,900 ","1,902 ",1775
2014,4,Potter,Private,52,Finance and Insurance,2,246 ,211 ,"3,756 ","1,093 ","53,380,937 ","3,736 ","3,754 ","3,778 ",1775
2014,4,Galveston,Private,52,Finance and Insurance,2,333 ,212 ,"4,332 ","1,156 ","65,131,690 ","4,328 ","4,327 ","4,342 ",1775
2014,4,Jefferson,Private,52,Finance and Insurance,2,331 ,234 ,"2,658 ","1,257 ","43,428,445 ","2,639 ","2,655 ","2,679 ",1775
2014,4,Cameron,Private,52,Finance and Insurance,2,392 ,243 ,"3,342 ",769 ,"33,421,595 ","3,332 ","3,330 ","3,364 ",1775
2014,4,McLennan,Private,52,Finance and Insurance,2,341 ,256 ,"4,608 ","1,240 ","74,296,413 ","4,595 ","4,604 ","4,626 ",1775
2014,4,Midland,Private,52,Finance and Insurance,2,321 ,266 ,"2,136 ","1,590 ","44,141,890 ","2,137 ","2,132 ","2,138 ",1775
2014,4,Williamson,Private,52,Finance and Insurance,2,598 ,343 ,"6,136 ","1,277 ","101,902,454 ","6,088 ","6,132 ","6,188 ",1775
2014,4,Nueces,Private,52,Finance and Insurance,2,539 ,356 ,"4,315 ","1,241 ","69,629,580 ","4,302 ","4,311 ","4,332 ",1775
2014,4,Smith,Private,52,Finance and Insurance,2,489 ,384 ,"3,361 ","1,280 ","55,913,619 ","3,337 ","3,361 ","3,385 ",1775
2014,4,Lubbock,Private,52,Finance and Insurance,2,519 ,389 ,"5,329 ","1,363 ","94,404,765 ","5,291 ","5,325 ","5,370 ",1775
